subid,counter,trialtype,percentage,sizeasked,searchtype,chosetarget,choselure,chosendistractor,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,lurepos,chosenname,chosensize,attncheckscore
107,5,3,11,false,differentsizes,true,false,0,15,blue,big,toma,2,19,small,2/20/2020,17:42,11015,3505,5,2,0,stim-images/object15bluebig.jpg,big,"0
"
107,6,0,11,false,attncheck,true,false,0,15,blue,big,toma,2,19,small,2/20/2020,17:42,11015,3505,5,2,0,stim-images/object15bluebig.jpg,big,"6
"
63,1,5,47,false,samesize,false,false,2,14,green,small,toma,6,15,big,2/20/2020,17:40,8303,4915,4,2,0,stim-images/object15greensmall.jpg,small,"0
"
63,2,6,54,true,samesize,true,false,0,20,red,small,gade,4,1,big,2/20/2020,17:40,22827,1865,4,1,0,stim-images/object20redsmall.jpg,small,"0
"
63,3,4,39,true,differentsizes,false,false,1,23,blue,big,sprock,7,17,small,2/20/2020,17:41,8447,1497,4,3,0,stim-images/object7bluesmall.jpg,small,"0
"
63,4,2,34,true,contrast,false,true,1,22,purple,small,blicket,3,11,big,2/20/2020,17:41,9384,3152,4,5,6,stim-images/object3purplesmall.jpg,small,"0
"
63,5,3,30,false,differentsizes,true,false,0,9,blue,small,wug,13,8,big,2/20/2020,17:41,9884,2008,4,2,0,stim-images/object9bluesmall.jpg,small,"0
"
63,6,0,30,false,attncheck,true,false,0,9,blue,small,wug,13,8,big,2/20/2020,17:41,9884,2008,4,2,0,stim-images/object9bluesmall.jpg,small,"8
"
179,1,5,46,false,samesize,true,false,0,19,green,small,blicket,17,22,big,2/20/2020,20:38,23715,13113,6,2,0,stim-images/object19greensmall.jpg,small,"0
"
179,2,6,25,true,samesize,false,false,2,21,green,small,gade,7,9,big,2/20/2020,20:38,12264,7686,6,1,0,stim-images/object9greensmall.jpg,small,"0
"
179,3,4,61,true,differentsizes,true,false,0,4,purple,big,toma,6,3,small,2/20/2020,20:38,10258,6461,5,3,0,stim-images/object4purplebig.jpg,big,"0
"
179,4,2,68,true,contrast,false,true,1,14,purple,big,sprock,16,8,small,2/20/2020,20:39,14845,4487,6,4,5,stim-images/object16purplebig.jpg,big,"0
"
179,5,2,68,true,contrast,false,true,1,14,purple,big,sprock,16,8,small,2/20/2020,20:39,14845,4771,6,4,5,stim-images/object16purplebig.jpg,big,"0
"
179,6,0,68,true,attncheck,false,true,1,14,purple,big,sprock,16,8,small,2/20/2020,20:39,14845,4771,6,4,5,stim-images/object16purplebig.jpg,big,"5
"
102,1,5,40,false,samesize,false,false,2,23,green,small,blicket,22,20,big,2/20/2020,17:40,22643,9431,5,2,0,stim-images/object20greensmall.jpg,small,"0
"
102,2,2,47,true,contrast,true,false,0,1,red,big,sprock,8,10,small,2/20/2020,17:40,11074,2206,6,5,4,stim-images/object1redbig.jpg,big,"0
"
102,3,4,45,true,differentsizes,true,false,0,24,green,big,wug,5,12,small,2/20/2020,17:40,10187,3420,4,3,0,stim-images/object24greenbig.jpg,big,"0
"
102,4,3,50,false,differentsizes,true,false,0,6,blue,small,toma,2,9,big,2/20/2020,17:41,10991,3991,6,1,0,stim-images/object6bluesmall.jpg,small,"0
"
102,5,6,52,true,samesize,false,false,1,17,green,big,gade,11,15,small,2/20/2020,17:41,11148,3465,6,2,0,stim-images/object11greenbig.jpg,big,"0
"
102,6,0,52,true,attncheck,false,false,1,17,green,big,gade,11,15,small,2/20/2020,17:41,11148,3465,6,2,0,stim-images/object11greenbig.jpg,big,"7
"
120,1,2,49,true,contrast,true,false,0,24,red,big,gade,13,17,small,2/20/2020,20:37,17282,8546,5,6,4,stim-images/object24redbig.jpg,big,"0
"
120,2,6,50,true,samesize,false,false,1,8,blue,big,toma,21,15,small,2/20/2020,20:38,11439,3950,6,3,0,stim-images/object21bluebig.jpg,big,"0
"
120,3,5,50,false,samesize,false,false,1,4,purple,big,blicket,7,20,small,2/20/2020,20:38,9311,2550,6,3,0,stim-images/object7purplebig.jpg,big,"0
"
120,4,3,50,false,differentsizes,true,false,0,16,blue,big,wug,2,9,small,2/20/2020,20:38,11246,3695,6,3,0,stim-images/object16bluebig.jpg,big,"0
"
120,5,4,50,true,differentsizes,true,false,0,6,blue,big,sprock,1,3,small,2/20/2020,20:38,8807,3727,5,2,0,stim-images/object6bluebig.jpg,big,"0
"
120,6,0,50,true,attncheck,true,false,0,6,blue,big,sprock,1,3,small,2/20/2020,20:38,8807,3727,5,2,0,stim-images/object6bluebig.jpg,big,"5
"
193,1,5,42,false,samesize,false,false,2,3,purple,big,sprock,15,6,small,2/20/2020,18:43,74398,28138,4,1,0,stim-images/object6purplebig.jpg,big,"0
"
193,2,2,49,true,contrast,true,false,0,20,purple,big,blicket,18,12,small,2/20/2020,18:44,57222,6684,6,4,5,stim-images/object20purplebig.jpg,big,"0
"
193,3,3,48,false,differentsizes,true,false,0,14,green,small,wug,4,17,big,2/20/2020,18:44,13630,4702,6,1,0,stim-images/object14greensmall.jpg,small,"0
"
193,4,4,52,true,differentsizes,true,false,0,19,green,small,gade,22,9,big,2/20/2020,18:45,27258,3109,4,2,0,stim-images/object19greensmall.jpg,small,"0
"
193,5,6,52,true,samesize,false,false,2,24,red,small,toma,2,16,big,2/20/2020,18:45,11057,3047,4,3,0,stim-images/object16redsmall.jpg,small,"0
"
193,6,0,52,true,attncheck,false,false,2,24,red,small,toma,2,16,big,2/20/2020,18:45,11057,3047,4,3,0,stim-images/object16redsmall.jpg,small,"7
"
11,1,4,79,true,differentsizes,true,false,0,13,green,big,toma,18,7,small,2/20/2020,19:46,10764,6205,6,3,0,stim-images/object13greenbig.jpg,big,"0
"
11,2,2,14,true,contrast,true,false,0,10,purple,small,blicket,16,4,big,2/20/2020,19:46,8870,3058,5,6,4,stim-images/object10purplesmall.jpg,small,"0
"
11,3,6,11,true,samesize,false,false,2,6,green,small,wug,24,11,big,2/20/2020,19:46,10019,2477,5,2,0,stim-images/object11greensmall.jpg,small,"0
"
11,4,3,82,false,differentsizes,true,false,0,5,red,big,sprock,23,19,small,2/20/2020,19:46,7920,3180,6,3,0,stim-images/object5redbig.jpg,big,"0
"
11,5,5,54,false,samesize,true,false,2,12,green,small,gade,17,14,big,2/20/2020,19:47,9389,2760,5,1,0,stim-images/object12greensmall.jpg,small,"0
"
11,6,0,54,false,attncheck,true,false,2,12,green,small,gade,17,14,big,2/20/2020,19:47,9389,2760,5,1,0,stim-images/object12greensmall.jpg,small,"5
"
54,1,3,70,false,differentsizes,false,false,1,24,red,small,sprock,15,21,big,2/20/2020,17:38,18535,8828,4,1,0,stim-images/object15redbig.jpg,big,"0
"
54,2,5,85,false,samesize,false,false,2,6,blue,big,blicket,12,7,small,2/20/2020,17:38,12235,9945,4,3,0,stim-images/object7bluebig.jpg,big,"0
"
54,3,2,30,true,contrast,false,true,1,3,red,small,gade,22,16,big,2/20/2020,17:39,13326,4137,5,6,4,stim-images/object22redsmall.jpg,small,"0
"
54,4,4,33,true,differentsizes,true,false,0,13,blue,big,toma,18,14,small,2/20/2020,17:39,12518,5612,5,1,0,stim-images/object13bluebig.jpg,big,"0
"
54,5,6,32,true,samesize,false,false,1,5,blue,big,wug,10,17,small,2/20/2020,17:40,12832,18889,4,2,0,stim-images/object10bluebig.jpg,big,"0
"
54,6,0,32,true,attncheck,false,false,1,5,blue,big,wug,10,17,small,2/20/2020,17:40,12832,18889,4,2,0,stim-images/object10bluebig.jpg,big,"8
"
140,1,3,30,false,differentsizes,true,false,0,20,green,big,sprock,11,10,small,2/20/2020,19:39,21993,8338,4,3,0,stim-images/object20greenbig.jpg,big,"0
"
140,2,2,10,true,contrast,false,true,1,8,green,small,toma,9,4,big,2/20/2020,19:40,11592,4950,4,6,5,stim-images/object9greensmall.jpg,small,"0
"
140,3,5,17,false,samesize,false,false,2,3,blue,big,wug,6,1,small,2/20/2020,19:40,10783,5311,6,3,0,stim-images/object1bluebig.jpg,big,"0
"
140,4,4,26,true,differentsizes,true,false,0,22,green,big,gade,2,7,small,2/20/2020,19:40,9395,6865,6,2,0,stim-images/object22greenbig.jpg,big,"0
"
140,5,6,25,true,samesize,false,false,1,17,blue,small,blicket,24,16,big,2/20/2020,19:40,8812,4372,5,2,0,stim-images/object24bluesmall.jpg,small,"0
"
140,6,0,25,true,attncheck,false,false,1,17,blue,small,blicket,24,16,big,2/20/2020,19:40,8812,4372,5,2,0,stim-images/object24bluesmall.jpg,small,"7
"
151,1,4,39,true,differentsizes,true,false,0,24,blue,big,wug,15,16,small,2/20/2020,18:38,15455,12636,4,2,0,stim-images/object24bluebig.jpg,big,"0
"
151,2,5,33,false,samesize,false,false,1,3,red,small,sprock,11,13,big,2/20/2020,18:38,12641,4982,6,2,0,stim-images/object11redsmall.jpg,small,"0
"
151,3,3,53,false,differentsizes,true,false,0,8,red,big,toma,10,5,small,2/20/2020,18:38,10262,4409,6,3,0,stim-images/object8redbig.jpg,big,"0
"
151,4,6,27,true,samesize,false,false,1,21,blue,small,blicket,7,17,big,2/20/2020,18:39,11527,2932,5,3,0,stim-images/object7bluesmall.jpg,small,"0
"
151,5,2,26,true,contrast,true,false,0,12,purple,small,gade,1,22,big,2/20/2020,18:39,10444,2802,4,6,5,stim-images/object12purplesmall.jpg,small,"0
"
151,6,0,26,true,attncheck,true,false,0,12,purple,small,gade,1,22,big,2/20/2020,18:39,10444,2802,4,6,5,stim-images/object12purplesmall.jpg,small,"6
"
35,1,2,50,true,contrast,false,true,1,3,red,big,wug,14,9,small,2/20/2020,20:38,33111,45420,6,5,4,stim-images/object14redbig.jpg,big,"0
"
35,2,5,53,false,samesize,false,false,1,16,red,big,toma,4,17,small,2/20/2020,20:38,18390,15315,5,3,0,stim-images/object4redbig.jpg,big,"0
"
35,3,3,51,false,differentsizes,false,false,1,12,blue,big,gade,1,20,small,2/20/2020,20:39,23719,7155,5,2,0,stim-images/object1bluesmall.jpg,small,"0
"
35,4,4,56,true,differentsizes,false,false,1,8,blue,small,blicket,6,2,big,2/20/2020,20:39,16029,3583,6,3,0,stim-images/object6bluebig.jpg,big,"0
"
35,5,6,58,true,samesize,true,false,0,24,blue,small,sprock,19,10,big,2/20/2020,20:39,9111,3909,6,3,0,stim-images/object24bluesmall.jpg,small,"0
"
35,6,0,58,true,attncheck,true,false,0,24,blue,small,sprock,19,10,big,2/20/2020,20:39,9111,3909,6,3,0,stim-images/object24bluesmall.jpg,small,"6
"
163,1,6,40,true,samesize,true,false,0,23,green,big,blicket,4,15,small,2/20/2020,19:36,29607,12511,6,2,0,stim-images/object23greenbig.jpg,big,"0
"
163,2,5,75,false,samesize,false,false,1,22,blue,small,sprock,12,1,big,2/20/2020,19:37,28140,5564,5,2,0,stim-images/object12bluesmall.jpg,small,"0
"
163,3,3,85,false,differentsizes,true,false,0,17,red,small,toma,10,21,big,2/20/2020,19:37,11176,8339,5,2,0,stim-images/object17redsmall.jpg,small,"0
"
163,4,4,55,true,differentsizes,true,false,0,5,purple,big,gade,20,19,small,2/20/2020,19:38,9074,12615,6,1,0,stim-images/object5purplebig.jpg,big,"0
"
163,5,2,36,true,contrast,true,false,0,8,red,small,wug,2,6,big,2/20/2020,19:38,10606,6787,5,6,4,stim-images/object8redsmall.jpg,small,"0
"
163,6,0,36,true,attncheck,true,false,0,8,red,small,wug,2,6,big,2/20/2020,19:38,10606,6787,5,6,4,stim-images/object8redsmall.jpg,small,"6
"
194,1,4,20,true,differentsizes,true,false,0,16,blue,small,toma,18,9,big,2/20/2020,17:37,15740,10213,6,2,0,stim-images/object16bluesmall.jpg,small,"0
"
194,2,5,60,false,samesize,false,false,2,13,red,big,gade,17,4,small,2/20/2020,17:37,10136,5183,6,1,0,stim-images/object4redbig.jpg,big,"0
"
194,3,3,66,false,differentsizes,false,false,1,20,blue,small,wug,6,24,big,2/20/2020,17:37,12647,4488,6,2,0,stim-images/object6bluebig.jpg,big,"0
"
194,4,2,40,true,contrast,true,false,0,14,blue,small,blicket,8,10,big,2/20/2020,17:38,59421,4684,6,5,4,stim-images/object14bluesmall.jpg,small,"0
"
194,5,6,50,true,samesize,true,false,0,2,red,small,sprock,15,19,big,2/20/2020,17:39,14504,4193,5,3,0,stim-images/object2redsmall.jpg,small,"0
"
194,6,0,50,true,attncheck,true,false,0,2,red,small,sprock,15,19,big,2/20/2020,17:39,14504,4193,5,3,0,stim-images/object2redsmall.jpg,small,"7
"
171,1,5,8,false,samesize,true,false,0,15,green,big,gade,2,10,small,2/20/2020,20:54,19470,9043,6,2,0,stim-images/object15greenbig.jpg,big,"0
"
171,2,2,19,true,contrast,false,true,1,9,purple,big,blicket,12,13,small,2/20/2020,20:54,14628,6599,5,6,4,stim-images/object12purplebig.jpg,big,"0
"
171,3,3,27,false,differentsizes,true,false,0,17,purple,big,wug,7,24,small,2/20/2020,20:54,12963,4295,4,2,0,stim-images/object17purplebig.jpg,big,"0
"
171,4,6,38,true,samesize,false,false,2,5,green,big,sprock,1,19,small,2/20/2020,20:55,10343,5140,6,1,0,stim-images/object19greenbig.jpg,big,"0
"
171,5,4,62,true,differentsizes,true,false,0,16,blue,small,toma,8,6,big,2/20/2020,20:55,10180,3518,5,2,0,stim-images/object16bluesmall.jpg,small,"0
"
171,6,0,62,true,attncheck,true,false,0,16,blue,small,toma,8,6,big,2/20/2020,20:55,10180,3518,5,2,0,stim-images/object16bluesmall.jpg,small,"6
"
91,1,4,20,true,differentsizes,true,false,0,24,red,small,gade,5,23,big,2/20/2020,20:37,17437,8007,5,2,0,stim-images/object24redsmall.jpg,small,"0
"
91,2,6,69,true,samesize,true,false,0,1,red,big,wug,22,6,small,2/20/2020,20:37,12999,2016,4,2,0,stim-images/object1redbig.jpg,big,"0
"
91,3,2,38,true,contrast,false,true,1,14,blue,big,blicket,4,7,small,2/20/2020,20:37,13807,3177,4,6,5,stim-images/object4bluebig.jpg,big,"0
"
91,4,3,81,false,differentsizes,false,false,1,9,blue,big,sprock,11,16,small,2/20/2020,20:37,10918,2625,6,1,0,stim-images/object11bluesmall.jpg,small,"0
"
91,5,5,61,false,samesize,false,false,1,10,blue,small,toma,2,15,big,2/20/2020,20:38,12128,1600,4,2,0,stim-images/object2bluesmall.jpg,small,"0
"
91,6,0,61,false,attncheck,false,false,1,10,blue,small,toma,2,15,big,2/20/2020,20:38,12128,1600,4,2,0,stim-images/object2bluesmall.jpg,small,"6
"
145,1,6,33,true,samesize,false,false,2,8,purple,small,sprock,13,20,big,2/20/2020,20:38,45270,15915,6,1,0,stim-images/object20purplesmall.jpg,small,"0
"
145,2,2,66,true,contrast,true,false,0,7,purple,big,wug,22,10,small,2/20/2020,20:39,14281,4932,5,4,6,stim-images/object7purplebig.jpg,big,"0
"
145,3,3,52,false,differentsizes,false,false,1,17,purple,small,toma,19,2,big,2/20/2020,20:39,7854,2153,4,2,0,stim-images/object19purplebig.jpg,big,"0
"
145,4,4,56,true,differentsizes,true,false,0,16,blue,big,blicket,6,9,small,2/20/2020,20:39,11161,2389,5,2,0,stim-images/object16bluebig.jpg,big,"0
"
145,5,5,40,false,samesize,true,false,0,3,red,small,gade,24,14,big,2/20/2020,20:39,7806,1735,4,1,0,stim-images/object3redsmall.jpg,small,"0
"
145,6,0,40,false,attncheck,true,false,0,3,red,small,gade,24,14,big,2/20/2020,20:39,7806,1735,4,1,0,stim-images/object3redsmall.jpg,small,"6
"
64,1,6,40,true,samesize,true,false,0,7,red,big,blicket,17,19,small,2/20/2020,20:54,32814,10018,6,3,0,stim-images/object7redbig.jpg,big,"0
"
64,2,5,50,false,samesize,true,false,0,4,green,big,toma,9,23,small,2/20/2020,20:54,14464,8381,6,1,0,stim-images/object4greenbig.jpg,big,"0
"
64,3,3,34,false,differentsizes,true,false,0,24,red,big,gade,15,8,small,2/20/2020,20:55,21104,4217,4,3,0,stim-images/object24redbig.jpg,big,"0
"
64,4,2,35,true,contrast,false,true,1,11,red,big,wug,3,13,small,2/20/2020,20:55,15231,5798,5,4,6,stim-images/object3redbig.jpg,big,"0
"
64,5,4,51,true,differentsizes,true,false,0,6,green,small,sprock,18,22,big,2/20/2020,20:55,14076,2912,5,1,0,stim-images/object6greensmall.jpg,small,"0
"
64,6,0,51,true,attncheck,true,false,0,6,green,small,sprock,18,22,big,2/20/2020,20:55,14076,2912,5,1,0,stim-images/object6greensmall.jpg,small,"7
"
68,1,4,70,true,differentsizes,true,false,0,24,green,big,blicket,19,17,small,2/20/2020,19:39,12332,7871,4,3,0,stim-images/object24greenbig.jpg,big,"0
"
68,2,5,49,false,samesize,true,false,0,9,red,big,sprock,3,15,small,2/20/2020,19:39,13262,10215,6,3,0,stim-images/object9redbig.jpg,big,"0
"
68,3,6,28,true,samesize,true,false,0,6,purple,small,wug,13,1,big,2/20/2020,19:40,11951,2286,5,3,0,stim-images/object6purplesmall.jpg,small,"0
"
68,4,3,74,false,differentsizes,true,false,0,14,green,big,toma,8,11,small,2/20/2020,19:40,12526,2357,4,2,0,stim-images/object14greenbig.jpg,big,"0
"
68,5,2,20,true,contrast,true,false,0,10,green,small,gade,2,4,big,2/20/2020,19:40,10884,2029,5,4,6,stim-images/object10greensmall.jpg,small,"0
"
68,6,0,20,true,attncheck,true,false,0,10,green,small,gade,2,4,big,2/20/2020,19:40,10884,2029,5,4,6,stim-images/object10greensmall.jpg,small,"8
"
27,1,3,39,false,differentsizes,false,false,1,1,green,big,toma,16,10,small,2/20/2020,20:53,21672,11619,6,3,0,stim-images/object16greensmall.jpg,small,"0
"
27,2,2,26,true,contrast,true,false,0,15,red,big,sprock,22,11,small,2/20/2020,20:53,13483,3644,6,5,4,stim-images/object15redbig.jpg,big,"0
"
27,3,6,32,true,samesize,false,false,1,17,green,big,blicket,23,14,small,2/20/2020,20:53,8691,2643,4,1,0,stim-images/object23greenbig.jpg,big,"0
"
27,4,5,71,false,samesize,false,false,1,4,green,big,wug,6,21,small,2/20/2020,20:54,15576,3263,5,3,0,stim-images/object6greenbig.jpg,big,"0
"
27,5,4,8,true,differentsizes,true,false,0,3,blue,small,gade,20,9,big,2/20/2020,20:54,13989,3549,5,3,0,stim-images/object3bluesmall.jpg,small,"0
"
27,6,0,8,true,attncheck,true,false,0,3,blue,small,gade,20,9,big,2/20/2020,20:54,13989,3549,5,3,0,stim-images/object3bluesmall.jpg,small,"6
"
97,1,5,50,false,samesize,true,false,0,20,blue,small,gade,2,4,big,2/20/2020,17:55,60523,34507,6,1,0,stim-images/object20bluesmall.jpg,small,"0
"
97,2,2,50,true,contrast,true,false,0,5,blue,small,sprock,21,1,big,2/20/2020,17:56,30268,18346,5,6,4,stim-images/object5bluesmall.jpg,small,"0
"
97,3,3,33,false,differentsizes,true,false,0,16,purple,small,toma,11,15,big,2/20/2020,17:57,43734,19406,4,3,0,stim-images/object16purplesmall.jpg,small,"0
"
97,4,6,25,true,samesize,false,false,1,24,green,small,wug,13,7,big,2/20/2020,17:57,16991,18818,5,2,0,stim-images/object13greensmall.jpg,small,"0
"
97,5,4,33,true,differentsizes,true,false,0,6,green,big,blicket,17,9,small,2/20/2020,17:58,25853,13793,5,1,0,stim-images/object6greenbig.jpg,big,"0
"
97,6,0,33,true,attncheck,true,false,0,6,green,big,blicket,17,9,small,2/20/2020,17:58,25853,13793,5,1,0,stim-images/object6greenbig.jpg,big,"7
"
28,1,2,40,true,contrast,false,true,1,14,red,big,wug,17,12,small,2/20/2020,20:48,18312,15944,6,4,5,stim-images/object17redbig.jpg,big,"0
"
28,2,6,30,true,samesize,true,false,0,11,blue,small,toma,8,5,big,2/20/2020,20:48,13898,9193,6,1,0,stim-images/object11bluesmall.jpg,small,"0
"
28,3,5,80,false,samesize,false,false,2,16,green,small,blicket,3,9,big,2/20/2020,20:48,11683,7600,6,3,0,stim-images/object9greensmall.jpg,small,"0
"
28,4,4,30,true,differentsizes,true,false,0,4,green,small,gade,21,19,big,2/20/2020,20:49,9322,5976,4,3,0,stim-images/object4greensmall.jpg,small,"0
"
28,5,3,80,false,differentsizes,false,false,1,15,green,small,sprock,24,7,big,2/20/2020,20:49,14756,5753,4,1,0,stim-images/object24greenbig.jpg,big,"0
"
28,6,0,80,false,attncheck,false,false,1,15,green,small,sprock,24,7,big,2/20/2020,20:49,14756,5753,4,1,0,stim-images/object24greenbig.jpg,big,"8
"
53,1,3,52,false,differentsizes,false,false,1,4,blue,small,gade,20,2,big,2/20/2020,19:38,15928,11499,5,2,0,stim-images/object20bluebig.jpg,big,"0
"
53,2,5,26,false,samesize,false,false,2,14,blue,big,sprock,7,8,small,2/20/2020,19:38,16477,8593,6,1,0,stim-images/object8bluebig.jpg,big,"0
"
53,3,6,74,true,samesize,false,false,2,17,purple,big,blicket,15,16,small,2/20/2020,19:38,12367,4749,4,2,0,stim-images/object16purplebig.jpg,big,"0
"
53,4,4,29,true,differentsizes,true,false,0,1,red,small,toma,3,23,big,2/20/2020,19:39,11644,15439,5,3,0,stim-images/object1redsmall.jpg,small,"0
"
53,5,2,53,true,contrast,false,true,1,9,blue,big,wug,12,13,small,2/20/2020,19:39,23874,6512,6,5,4,stim-images/object12bluebig.jpg,big,"0
"
53,6,0,53,true,attncheck,false,true,1,9,blue,big,wug,12,13,small,2/20/2020,19:39,23874,6512,6,5,4,stim-images/object12bluebig.jpg,big,"7
"
21,1,3,35,false,differentsizes,true,false,0,17,blue,big,wug,8,21,small,2/20/2020,17:38,19501,16942,5,1,0,stim-images/object17bluebig.jpg,big,"0
"
21,2,5,50,false,samesize,true,false,0,14,green,small,gade,15,19,big,2/20/2020,17:38,9790,3889,6,3,0,stim-images/object14greensmall.jpg,small,"0
"
21,3,6,70,true,samesize,true,false,0,2,red,big,sprock,10,22,small,2/20/2020,17:39,9766,7855,6,1,0,stim-images/object2redbig.jpg,big,"0
"
21,4,2,33,true,contrast,false,true,1,4,green,big,toma,1,7,small,2/20/2020,17:39,9987,6659,6,4,5,stim-images/object1greenbig.jpg,big,"0
"
21,5,4,25,true,differentsizes,true,false,0,5,red,big,blicket,20,23,small,2/20/2020,17:39,11753,3478,4,3,0,stim-images/object5redbig.jpg,big,"0
"
21,6,0,25,true,attncheck,true,false,0,5,red,big,blicket,20,23,small,2/20/2020,17:39,11753,3478,4,3,0,stim-images/object5redbig.jpg,big,"7
"
135,1,6,50,true,samesize,false,false,2,1,blue,small,sprock,10,19,big,2/20/2020,20:38,41110,22922,5,2,0,stim-images/object19bluesmall.jpg,small,"0
"
135,2,2,50,true,contrast,true,false,0,21,blue,big,toma,15,12,small,2/20/2020,20:38,16512,10510,4,5,6,stim-images/object21bluebig.jpg,big,"0
"
135,3,4,50,true,differentsizes,true,false,0,8,red,big,wug,5,7,small,2/20/2020,20:39,17341,8207,5,1,0,stim-images/object8redbig.jpg,big,"0
"
135,4,5,80,false,samesize,false,false,2,22,red,small,gade,17,18,big,2/20/2020,20:39,13722,8137,5,3,0,stim-images/object18redsmall.jpg,small,"0
"
135,5,3,80,false,differentsizes,true,false,0,11,red,big,blicket,9,20,small,2/20/2020,20:40,29276,11987,4,3,0,stim-images/object11redbig.jpg,big,"0
"
135,6,0,80,false,attncheck,true,false,0,11,red,big,blicket,9,20,small,2/20/2020,20:40,29276,11987,4,3,0,stim-images/object11redbig.jpg,big,"8
"
13,1,3,84,false,differentsizes,false,false,1,7,purple,big,sprock,3,5,small,2/20/2020,21:16,19705,12213,4,1,0,stim-images/object3purplesmall.jpg,small,"0
"
13,2,4,90,true,differentsizes,true,false,0,12,blue,small,toma,20,22,big,2/20/2020,21:17,33134,10679,6,3,0,stim-images/object12bluesmall.jpg,small,"0
"
13,3,2,80,true,contrast,true,false,0,10,purple,big,gade,4,23,small,2/20/2020,21:17,16966,6098,4,5,6,stim-images/object10purplebig.jpg,big,"0
"
13,4,5,50,false,samesize,true,false,0,6,purple,big,blicket,18,11,small,2/20/2020,21:17,8104,6128,5,3,0,stim-images/object6purplebig.jpg,big,"0
"
13,5,6,65,true,samesize,false,false,2,2,purple,small,wug,15,17,big,2/20/2020,21:18,8407,5103,5,3,0,stim-images/object17purplesmall.jpg,small,"0
"
13,6,0,65,true,attncheck,false,false,2,2,purple,small,wug,15,17,big,2/20/2020,21:18,8407,5103,5,3,0,stim-images/object17purplesmall.jpg,small,"7
"
32,1,5,30,false,samesize,true,false,0,22,green,big,blicket,17,2,small,2/20/2020,19:53,25320,13820,6,2,0,stim-images/object22greenbig.jpg,big,"0
"
32,2,4,20,true,differentsizes,false,false,1,15,blue,big,wug,20,19,small,2/20/2020,19:53,18564,6948,4,2,0,stim-images/object20bluesmall.jpg,small,"0
"
32,3,6,40,true,samesize,true,false,0,21,purple,big,sprock,10,12,small,2/20/2020,19:53,12054,7509,4,3,0,stim-images/object21purplebig.jpg,big,"0
"
32,4,3,10,false,differentsizes,true,false,0,5,purple,big,toma,6,16,small,2/20/2020,19:54,9677,5148,5,2,0,stim-images/object5purplebig.jpg,big,"0
"
32,5,2,15,true,contrast,true,false,0,18,red,small,gade,11,13,big,2/20/2020,19:54,8830,12581,5,4,6,stim-images/object18redsmall.jpg,small,"0
"
32,6,0,15,true,attncheck,true,false,0,18,red,small,gade,11,13,big,2/20/2020,19:54,8830,12581,5,4,6,stim-images/object18redsmall.jpg,small,"8
"
88,1,3,70,false,differentsizes,true,false,0,1,red,big,sprock,19,23,small,2/20/2020,20:37,19144,8870,6,1,0,stim-images/object1redbig.jpg,big,"0
"
88,2,5,40,false,samesize,false,false,2,24,green,small,wug,20,13,big,2/20/2020,20:37,25488,5150,4,3,0,stim-images/object13greensmall.jpg,small,"0
"
88,3,2,25,true,contrast,true,false,0,5,blue,small,gade,22,4,big,2/20/2020,20:38,17030,6773,6,4,5,stim-images/object5bluesmall.jpg,small,"0
"
88,4,4,25,true,differentsizes,true,false,0,11,blue,big,blicket,17,14,small,2/20/2020,20:38,11294,7365,4,3,0,stim-images/object11bluebig.jpg,big,"0
"
88,5,6,30,true,samesize,true,false,0,16,purple,big,toma,12,8,small,2/20/2020,20:38,13807,4257,4,2,0,stim-images/object16purplebig.jpg,big,"0
"
88,6,0,30,true,attncheck,true,false,0,16,purple,big,toma,12,8,small,2/20/2020,20:38,13807,4257,4,2,0,stim-images/object16purplebig.jpg,big,"6
"
100,1,3,70,false,differentsizes,true,false,0,13,green,big,gade,8,7,small,2/20/2020,20:54,20719,11701,4,1,0,stim-images/object13greenbig.jpg,big,"0
"
100,2,5,35,false,samesize,false,false,2,6,purple,big,wug,22,2,small,2/20/2020,20:55,16557,7003,4,1,0,stim-images/object2purplebig.jpg,big,"0
"
100,3,2,75,true,contrast,false,true,1,18,blue,small,sprock,23,15,big,2/20/2020,20:55,30007,7647,4,5,6,stim-images/object23bluesmall.jpg,small,"0
"
100,4,6,15,true,samesize,true,false,0,9,green,small,blicket,24,20,big,2/20/2020,20:56,18153,8315,6,2,0,stim-images/object9greensmall.jpg,small,"0
"
100,5,4,66,true,differentsizes,true,false,0,1,blue,big,toma,3,14,small,2/20/2020,20:56,13641,5451,4,3,0,stim-images/object1bluebig.jpg,big,"0
"
100,6,0,66,true,attncheck,true,false,0,1,blue,big,toma,3,14,small,2/20/2020,20:56,13641,5451,4,3,0,stim-images/object1bluebig.jpg,big,"8
"
150,1,5,20,false,samesize,false,false,2,10,blue,big,blicket,9,14,small,2/20/2020,17:40,75414,40168,5,2,0,stim-images/object14bluebig.jpg,big,"0
"
150,2,6,50,true,samesize,true,false,1,16,green,big,wug,21,11,small,2/20/2020,17:41,48856,12986,4,3,0,stim-images/object16greenbig.jpg,big,"0
"
150,3,2,33,true,contrast,false,true,1,20,blue,small,sprock,13,12,big,2/20/2020,17:42,19256,5987,6,4,5,stim-images/object13bluesmall.jpg,small,"0
"
