subid,counter,trialtype,percentage,sizeasked,searchtype,chosetarget,choselure,chosendistractor,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,lurepos,chosenname,chosensize,attncheckscore
196,3,2,15,true,contrast,false,true,1,16,blue,big,blicket,24,14,small,2/20/2020,20:56,17554,4782,6,4,5,stim-images/object24bluebig.jpg,big,"0
"
196,4,5,24,false,samesize,false,false,2,18,green,big,wug,9,12,small,2/20/2020,20:56,9877,3163,6,2,0,stim-images/object12greenbig.jpg,big,"0
"
196,5,6,22,true,samesize,false,false,1,10,red,big,toma,20,2,small,2/20/2020,20:56,11081,3734,6,2,0,stim-images/object20redbig.jpg,big,"0
"
196,6,0,22,true,attncheck,false,false,1,10,red,big,toma,20,2,small,2/20/2020,20:56,11081,3734,6,2,0,stim-images/object20redbig.jpg,big,"6
"
152,1,6,52,true,samesize,false,false,2,14,purple,small,blicket,11,3,big,2/20/2020,17:37,11865,2532,6,1,0,stim-images/object3purplesmall.jpg,small,"0
"
152,2,4,76,true,differentsizes,false,false,1,8,green,big,gade,10,22,small,2/20/2020,17:37,10639,1471,6,3,0,stim-images/object10greensmall.jpg,small,"0
"
152,3,2,76,true,contrast,false,true,1,5,red,small,sprock,12,24,big,2/20/2020,17:38,9264,1110,6,4,5,stim-images/object12redsmall.jpg,small,"0
"
152,4,3,58,false,differentsizes,false,false,1,2,red,small,wug,4,6,big,2/20/2020,17:40,113133,2339,4,1,0,stim-images/object4redbig.jpg,big,"0
"
152,5,5,61,false,samesize,true,false,1,1,red,small,toma,16,23,big,2/20/2020,17:40,11744,2011,5,3,0,stim-images/object1redsmall.jpg,small,"0
"
152,6,0,61,false,attncheck,true,false,1,1,red,small,toma,16,23,big,2/20/2020,17:40,11744,2011,5,3,0,stim-images/object1redsmall.jpg,small,"5
"
133,1,3,48,false,differentsizes,true,false,0,8,purple,small,blicket,14,21,big,2/20/2020,20:38,85878,7417,5,2,0,stim-images/object8purplesmall.jpg,small,"0
"
133,2,5,60,false,samesize,true,false,0,7,red,big,wug,22,16,small,2/20/2020,20:38,14232,4648,6,2,0,stim-images/object7redbig.jpg,big,"0
"
133,3,6,40,true,samesize,false,false,2,20,purple,small,gade,9,10,big,2/20/2020,20:39,8701,16721,5,2,0,stim-images/object10purplesmall.jpg,small,"0
"
133,4,4,33,true,differentsizes,true,false,0,15,blue,small,toma,23,6,big,2/20/2020,20:39,13291,2102,6,3,0,stim-images/object15bluesmall.jpg,small,"0
"
133,5,2,41,true,contrast,true,false,0,3,red,small,sprock,1,24,big,2/20/2020,20:40,17238,35433,5,6,4,stim-images/object3redsmall.jpg,small,"0
"
133,6,0,41,true,attncheck,true,false,0,3,red,small,sprock,1,24,big,2/20/2020,20:40,17238,35433,5,6,4,stim-images/object3redsmall.jpg,small,"6
"
46,1,4,75,true,differentsizes,true,false,0,23,red,big,gade,4,5,small,2/20/2020,20:38,18756,108280,4,2,0,stim-images/object23redbig.jpg,big,"0
"
46,2,2,60,true,contrast,false,true,1,17,blue,big,sprock,1,10,small,2/20/2020,20:39,8790,4765,5,4,6,stim-images/object1bluebig.jpg,big,"0
"
46,3,5,20,false,samesize,false,false,2,16,blue,big,wug,19,6,small,2/20/2020,20:40,69226,9218,6,1,0,stim-images/object6bluebig.jpg,big,"0
"
46,4,6,50,true,samesize,true,false,0,11,red,big,toma,7,14,small,2/20/2020,20:40,10906,9500,4,3,0,stim-images/object11redbig.jpg,big,"0
"
46,5,3,85,false,differentsizes,true,false,0,21,purple,big,blicket,12,18,small,2/20/2020,20:41,26894,3999,5,3,0,stim-images/object21purplebig.jpg,big,"0
"
46,6,0,85,false,attncheck,true,false,0,21,purple,big,blicket,12,18,small,2/20/2020,20:41,26894,3999,5,3,0,stim-images/object21purplebig.jpg,big,"6
"
17,1,6,33,true,samesize,false,false,2,2,purple,small,sprock,13,11,big,2/20/2020,20:36,24154,9301,6,1,0,stim-images/object11purplesmall.jpg,small,"0
"
17,2,5,40,false,samesize,false,false,2,3,blue,big,toma,4,12,small,2/20/2020,20:37,16161,5081,6,2,0,stim-images/object12bluebig.jpg,big,"0
"
17,3,3,52,false,differentsizes,true,false,0,7,green,small,gade,8,6,big,2/20/2020,20:37,14097,10393,5,1,0,stim-images/object7greensmall.jpg,small,"0
"
17,4,2,46,true,contrast,false,true,1,19,green,small,wug,16,18,big,2/20/2020,20:37,11116,8110,6,5,4,stim-images/object16greensmall.jpg,small,"0
"
17,5,4,50,true,differentsizes,true,false,0,15,green,small,blicket,14,20,big,2/20/2020,20:38,8500,6730,5,1,0,stim-images/object15greensmall.jpg,small,"0
"
17,6,0,50,true,attncheck,true,false,0,15,green,small,blicket,14,20,big,2/20/2020,20:38,8500,6730,5,1,0,stim-images/object15greensmall.jpg,small,"6
"
38,1,4,20,true,differentsizes,true,false,0,11,green,small,blicket,3,23,big,2/20/2020,19:56,24451,12510,4,1,0,stim-images/object11greensmall.jpg,small,"0
"
38,2,3,70,false,differentsizes,false,false,1,5,red,small,wug,18,16,big,2/20/2020,19:56,12576,7247,4,3,0,stim-images/object18redbig.jpg,big,"0
"
38,3,6,20,true,samesize,false,false,1,8,red,big,sprock,6,7,small,2/20/2020,19:56,10385,4836,4,1,0,stim-images/object6redbig.jpg,big,"0
"
38,4,2,15,true,contrast,false,true,1,22,green,big,toma,14,17,small,2/20/2020,19:57,11282,5897,6,4,5,stim-images/object14greenbig.jpg,big,"0
"
38,5,5,70,false,samesize,false,false,1,20,purple,small,gade,13,24,big,2/20/2020,19:57,9852,7871,4,1,0,stim-images/object13purplesmall.jpg,small,"0
"
38,6,0,70,false,attncheck,false,false,1,20,purple,small,gade,13,24,big,2/20/2020,19:57,9852,7871,4,1,0,stim-images/object13purplesmall.jpg,small,"7
"
3,1,6,58,true,samesize,false,false,2,7,red,big,wug,18,10,small,2/20/2020,20:46,188419,2772,5,2,0,stim-images/object10redbig.jpg,big,"0
"
3,2,6,58,true,samesize,false,false,2,7,red,big,wug,18,10,small,2/20/2020,20:46,188419,3014,5,2,0,stim-images/object10redbig.jpg,big,"0
"
3,3,4,95,true,differentsizes,true,false,0,16,blue,small,toma,20,2,big,2/20/2020,20:46,10140,4268,4,3,0,stim-images/object16bluesmall.jpg,small,"0
"
3,4,4,95,true,differentsizes,true,false,0,16,blue,small,toma,20,2,big,2/20/2020,20:46,10140,4633,4,3,0,stim-images/object16bluesmall.jpg,small,"0
"
3,5,3,62,false,differentsizes,true,false,0,13,purple,small,gade,17,3,big,2/20/2020,20:46,10954,6582,5,3,0,stim-images/object13purplesmall.jpg,small,"0
"
3,6,3,62,false,differentsizes,true,false,0,13,purple,small,gade,17,3,big,2/20/2020,20:46,10954,6888,5,3,0,stim-images/object13purplesmall.jpg,small,"0
"
3,7,0,62,false,attncheck,true,false,0,13,purple,small,gade,17,3,big,2/20/2020,20:46,10954,6888,5,3,0,stim-images/object13purplesmall.jpg,small,"7
"
84,1,2,50,true,contrast,true,false,0,7,purple,small,gade,1,8,big,2/20/2020,20:01,30935,22219,4,5,6,stim-images/object7purplesmall.jpg,small,"0
"
84,2,6,50,true,samesize,false,false,1,13,blue,small,wug,10,15,big,2/20/2020,20:02,18444,6621,6,2,0,stim-images/object10bluesmall.jpg,small,"0
"
84,3,3,50,false,differentsizes,true,false,0,4,red,big,sprock,18,14,small,2/20/2020,20:02,15394,4854,4,2,0,stim-images/object4redbig.jpg,big,"0
"
84,4,4,50,true,differentsizes,true,false,0,24,green,big,toma,9,17,small,2/20/2020,20:02,12924,3818,4,2,0,stim-images/object24greenbig.jpg,big,"0
"
84,5,5,50,false,samesize,false,false,2,5,purple,big,blicket,23,11,small,2/20/2020,20:03,14759,3540,5,3,0,stim-images/object11purplebig.jpg,big,"0
"
84,6,0,50,false,attncheck,false,false,2,5,purple,big,blicket,23,11,small,2/20/2020,20:03,14759,3540,5,3,0,stim-images/object11purplebig.jpg,big,"8
"
114,1,2,32,true,contrast,true,false,0,18,purple,small,gade,20,6,big,2/20/2020,21:09,28624,13562,5,6,4,stim-images/object18purplesmall.jpg,small,"0
"
114,2,4,67,true,differentsizes,true,false,0,23,blue,big,wug,2,14,small,2/20/2020,21:09,13403,7212,4,3,0,stim-images/object23bluebig.jpg,big,"0
"
114,3,3,27,false,differentsizes,true,false,0,15,blue,small,sprock,4,16,big,2/20/2020,21:10,13791,5584,5,3,0,stim-images/object15bluesmall.jpg,small,"0
"
114,4,5,36,false,samesize,false,false,2,22,red,small,toma,3,7,big,2/20/2020,21:10,23522,8456,6,2,0,stim-images/object7redsmall.jpg,small,"0
"
114,5,6,31,true,samesize,false,false,2,11,blue,small,blicket,10,9,big,2/20/2020,21:11,18495,6140,5,3,0,stim-images/object9bluesmall.jpg,small,"0
"
114,6,0,31,true,attncheck,false,false,2,11,blue,small,blicket,10,9,big,2/20/2020,21:11,18495,6140,5,3,0,stim-images/object9bluesmall.jpg,small,"5
"
190,1,6,48,true,samesize,true,false,2,1,purple,big,gade,15,10,small,2/20/2020,21:00,258320,14484,4,3,0,stim-images/object1purplebig.jpg,big,"0
"
190,2,5,53,false,samesize,true,false,1,9,blue,big,toma,7,8,small,2/20/2020,21:01,28273,4994,5,2,0,stim-images/object9bluebig.jpg,big,"0
"
190,3,4,76,true,differentsizes,true,false,0,6,green,big,wug,22,20,small,2/20/2020,21:01,26518,3621,6,2,0,stim-images/object6greenbig.jpg,big,"0
"
190,4,2,66,true,contrast,false,true,1,12,red,big,blicket,24,21,small,2/20/2020,21:02,50339,2815,5,4,6,stim-images/object24redbig.jpg,big,"0
"
190,5,3,68,false,differentsizes,false,false,1,19,red,small,sprock,18,16,big,2/20/2020,21:03,10753,5631,5,2,0,stim-images/object18redbig.jpg,big,"0
"
190,6,0,68,false,attncheck,false,false,1,19,red,small,sprock,18,16,big,2/20/2020,21:03,10753,5631,5,2,0,stim-images/object18redbig.jpg,big,"5
"
161,1,5,78,false,samesize,false,false,2,18,purple,small,wug,19,14,big,2/20/2020,20:37,23424,14863,5,2,0,stim-images/object14purplesmall.jpg,small,"0
"
161,2,2,86,true,contrast,false,true,1,15,purple,small,blicket,17,7,big,2/20/2020,20:37,14694,4614,4,5,6,stim-images/object17purplesmall.jpg,small,"0
"
161,3,6,77,true,samesize,true,false,0,1,green,small,gade,5,11,big,2/20/2020,20:37,15623,3263,5,3,0,stim-images/object1greensmall.jpg,small,"0
"
161,4,3,95,false,differentsizes,false,false,1,4,purple,small,sprock,6,2,big,2/20/2020,20:37,12392,2447,6,3,0,stim-images/object6purplebig.jpg,big,"0
"
161,5,4,95,true,differentsizes,true,false,0,12,blue,big,toma,3,10,small,2/20/2020,20:38,11920,2674,4,1,0,stim-images/object12bluebig.jpg,big,"0
"
161,6,0,95,true,attncheck,true,false,0,12,blue,big,toma,3,10,small,2/20/2020,20:38,11920,2674,4,1,0,stim-images/object12bluebig.jpg,big,"8
"
124,1,3,60,false,differentsizes,true,false,0,12,green,big,wug,18,2,small,2/20/2020,17:37,21218,13951,6,2,0,stim-images/object12greenbig.jpg,big,"0
"
124,2,6,37,true,samesize,true,false,0,24,green,big,toma,4,16,small,2/20/2020,17:37,16195,11313,5,3,0,stim-images/object24greenbig.jpg,big,"0
"
124,3,5,18,false,samesize,false,false,2,11,blue,small,sprock,17,21,big,2/20/2020,17:38,13662,6177,5,1,0,stim-images/object21bluesmall.jpg,small,"0
"
124,4,4,57,true,differentsizes,true,false,0,1,purple,small,blicket,23,8,big,2/20/2020,17:38,13515,5805,4,1,0,stim-images/object1purplesmall.jpg,small,"0
"
124,5,2,69,true,contrast,true,false,0,19,red,big,gade,7,6,small,2/20/2020,17:38,14022,4533,5,4,6,stim-images/object19redbig.jpg,big,"0
"
124,6,0,69,true,attncheck,true,false,0,19,red,big,gade,7,6,small,2/20/2020,17:38,14022,4533,5,4,6,stim-images/object19redbig.jpg,big,"6
"
189,1,2,36,true,contrast,true,false,0,24,blue,big,blicket,2,22,small,2/20/2020,20:42,16075,9973,4,5,6,stim-images/object24bluebig.jpg,big,"0
"
189,2,3,68,false,differentsizes,true,false,0,11,green,small,sprock,1,10,big,2/20/2020,20:43,9492,5684,5,3,0,stim-images/object11greensmall.jpg,small,"0
"
189,3,6,35,true,samesize,false,false,2,18,green,big,toma,4,6,small,2/20/2020,20:44,12470,72000,5,3,0,stim-images/object6greenbig.jpg,big,"0
"
189,4,4,42,true,differentsizes,true,false,0,19,purple,big,gade,21,13,small,2/20/2020,20:44,11228,3999,6,1,0,stim-images/object19purplebig.jpg,big,"0
"
189,5,5,68,false,samesize,true,false,0,12,red,small,wug,15,20,big,2/20/2020,20:45,19155,4578,6,3,0,stim-images/object12redsmall.jpg,small,"0
"
189,6,0,68,false,attncheck,true,false,0,12,red,small,wug,15,20,big,2/20/2020,20:45,19155,4578,6,3,0,stim-images/object12redsmall.jpg,small,"6
"
73,1,5,57,false,samesize,false,false,1,7,purple,big,sprock,11,21,small,2/20/2020,20:37,19135,10632,5,1,0,stim-images/object11purplebig.jpg,big,"0
"
73,2,2,21,true,contrast,false,true,1,6,purple,small,wug,18,13,big,2/20/2020,20:37,9568,4525,5,4,6,stim-images/object18purplesmall.jpg,small,"0
"
73,3,3,45,false,differentsizes,true,false,0,12,red,small,blicket,5,2,big,2/20/2020,20:38,19306,4249,5,3,0,stim-images/object12redsmall.jpg,small,"0
"
73,4,6,28,true,samesize,false,false,1,10,red,small,gade,23,3,big,2/20/2020,20:38,8148,6641,6,1,0,stim-images/object23redsmall.jpg,small,"0
"
73,5,4,50,true,differentsizes,true,false,0,15,purple,small,toma,4,9,big,2/20/2020,20:38,14199,3649,6,2,0,stim-images/object15purplesmall.jpg,small,"0
"
73,6,0,50,true,attncheck,true,false,0,15,purple,small,toma,4,9,big,2/20/2020,20:38,14199,3649,6,2,0,stim-images/object15purplesmall.jpg,small,"8
"
187,1,5,30,false,samesize,false,false,2,15,purple,big,gade,18,3,small,2/20/2020,19:47,19348,13151,4,3,0,stim-images/object3purplebig.jpg,big,"0
"
187,2,6,79,true,samesize,false,false,1,20,red,big,blicket,21,17,small,2/20/2020,19:47,16268,5358,5,2,0,stim-images/object21redbig.jpg,big,"0
"
187,3,2,13,true,contrast,false,true,1,12,blue,small,wug,10,11,big,2/20/2020,19:48,10334,4108,5,4,6,stim-images/object10bluesmall.jpg,small,"0
"
187,4,3,28,false,differentsizes,false,false,1,13,red,big,toma,14,9,small,2/20/2020,19:48,19422,2430,4,2,0,stim-images/object14redsmall.jpg,small,"0
"
187,5,4,74,true,differentsizes,true,false,0,8,red,big,sprock,6,7,small,2/20/2020,19:48,10831,1950,4,2,0,stim-images/object8redbig.jpg,big,"0
"
187,6,0,74,true,attncheck,true,false,0,8,red,big,sprock,6,7,small,2/20/2020,19:48,10831,1950,4,2,0,stim-images/object8redbig.jpg,big,"7
"
26,1,2,25,true,contrast,false,true,1,16,green,big,wug,22,6,small,2/20/2020,21:12,34842,13481,4,6,5,stim-images/object22greenbig.jpg,big,"0
"
26,2,6,90,true,samesize,false,false,1,7,blue,small,toma,14,13,big,2/20/2020,21:12,12137,8234,6,3,0,stim-images/object14bluesmall.jpg,small,"0
"
26,3,4,60,true,differentsizes,true,false,0,2,purple,big,sprock,1,10,small,2/20/2020,21:12,16420,5297,5,1,0,stim-images/object2purplebig.jpg,big,"0
"
26,4,5,50,false,samesize,false,false,2,15,purple,big,blicket,24,11,small,2/20/2020,21:13,11619,4767,4,1,0,stim-images/object11purplebig.jpg,big,"0
"
26,5,3,40,false,differentsizes,false,false,1,18,green,small,gade,5,8,big,2/20/2020,21:13,13637,7114,4,3,0,stim-images/object5greenbig.jpg,big,"0
"
26,6,0,40,false,attncheck,false,false,1,18,green,small,gade,5,8,big,2/20/2020,21:13,13637,7114,4,3,0,stim-images/object5greenbig.jpg,big,"8
"
65,1,6,33,true,samesize,false,false,2,5,green,small,blicket,14,12,big,2/20/2020,20:50,24783,9556,6,2,0,stim-images/object12greensmall.jpg,small,"0
"
65,2,4,25,true,differentsizes,true,false,0,3,purple,big,wug,7,8,small,2/20/2020,20:50,9889,6288,6,2,0,stim-images/object3purplebig.jpg,big,"0
"
65,3,2,65,true,contrast,true,false,0,18,purple,small,toma,1,15,big,2/20/2020,20:50,8076,5175,4,5,6,stim-images/object18purplesmall.jpg,small,"0
"
65,4,3,20,false,differentsizes,true,false,0,9,purple,big,sprock,17,11,small,2/20/2020,20:51,13436,10105,5,1,0,stim-images/object9purplebig.jpg,big,"0
"
65,5,5,25,false,samesize,false,false,1,13,blue,big,gade,2,4,small,2/20/2020,20:51,9260,4147,4,2,0,stim-images/object2bluebig.jpg,big,"0
"
65,6,0,25,false,attncheck,false,false,1,13,blue,big,gade,2,4,small,2/20/2020,20:51,9260,4147,4,2,0,stim-images/object2bluebig.jpg,big,"8
"
96,1,5,84,false,samesize,false,false,2,9,green,small,blicket,19,11,big,2/20/2020,18:49,195351,20302,5,1,0,stim-images/object11greensmall.jpg,small,"0
"
96,2,2,47,true,contrast,false,true,1,3,purple,big,gade,13,17,small,2/20/2020,18:49,15573,4901,4,6,5,stim-images/object13purplebig.jpg,big,"0
"
96,3,3,44,false,differentsizes,false,false,1,21,red,small,wug,1,2,big,2/20/2020,18:50,9412,5119,5,3,0,stim-images/object1redbig.jpg,big,"0
"
96,4,6,31,true,samesize,false,false,2,7,green,small,sprock,5,10,big,2/20/2020,18:50,9165,5842,4,1,0,stim-images/object10greensmall.jpg,small,"0
"
96,5,4,40,true,differentsizes,true,false,0,4,blue,big,toma,15,18,small,2/20/2020,18:50,14761,5698,5,1,0,stim-images/object4bluebig.jpg,big,"0
"
96,6,0,40,true,attncheck,true,false,0,4,blue,big,toma,15,18,small,2/20/2020,18:50,14761,5698,5,1,0,stim-images/object4bluebig.jpg,big,"5
"
95,1,2,66,true,contrast,false,false,1,14,red,small,sprock,15,11,big,2/20/2020,22:18,13616,3282,4,5,6,stim-images/object14redbig.jpg,big,"0
"
95,2,4,47,true,differentsizes,false,false,1,12,blue,small,blicket,16,9,big,2/20/2020,22:20,141328,2693,5,1,0,stim-images/object16bluebig.jpg,big,"0
"
95,3,6,49,true,samesize,false,false,1,22,purple,small,wug,10,1,big,2/20/2020,22:20,8933,2720,4,3,0,stim-images/object10purplesmall.jpg,small,"0
"
95,4,3,50,false,differentsizes,true,false,0,8,green,big,gade,20,3,small,2/20/2020,22:21,9949,4114,5,3,0,stim-images/object8greenbig.jpg,big,"0
"
95,5,5,56,false,samesize,false,false,1,7,blue,big,toma,13,4,small,2/20/2020,22:21,9334,3280,4,3,0,stim-images/object13bluebig.jpg,big,"0
"
95,6,0,56,false,attncheck,false,false,1,7,blue,big,toma,13,4,small,2/20/2020,22:21,9334,3280,4,3,0,stim-images/object13bluebig.jpg,big,"5
"
168,1,6,50,true,samesize,false,false,1,8,red,small,toma,16,6,big,2/20/2020,17:53,24625,12035,6,1,0,stim-images/object16redsmall.jpg,small,"0
"
168,2,5,50,false,samesize,true,false,0,4,blue,big,wug,5,20,small,2/20/2020,17:54,13934,8174,5,1,0,stim-images/object4bluebig.jpg,big,"0
"
168,3,4,65,true,differentsizes,true,false,0,24,green,big,gade,23,18,small,2/20/2020,17:54,8103,11500,4,2,0,stim-images/object24greenbig.jpg,big,"0
"
168,4,2,65,true,contrast,true,false,0,10,green,big,blicket,15,1,small,2/20/2020,17:54,11533,9847,5,6,4,stim-images/object10greenbig.jpg,big,"0
"
168,5,3,50,false,differentsizes,true,false,0,13,green,small,sprock,12,17,big,2/20/2020,17:55,11158,5991,4,3,0,stim-images/object13greensmall.jpg,small,"0
"
168,6,0,50,false,attncheck,true,false,0,13,green,small,sprock,12,17,big,2/20/2020,17:55,11158,5991,4,3,0,stim-images/object13greensmall.jpg,small,"7
"
82,1,3,80,false,differentsizes,false,false,1,3,blue,small,toma,20,21,big,2/20/2020,20:36,16393,12080,4,2,0,stim-images/object20bluebig.jpg,big,"0
"
82,2,6,50,true,samesize,true,false,0,11,purple,big,blicket,9,14,small,2/20/2020,20:37,19963,8711,5,1,0,stim-images/object11purplebig.jpg,big,"0
"
82,3,5,80,false,samesize,false,false,2,8,purple,big,sprock,12,19,small,2/20/2020,20:37,15585,7157,5,2,0,stim-images/object19purplebig.jpg,big,"0
"
82,4,2,30,true,contrast,false,true,1,4,green,big,gade,13,16,small,2/20/2020,20:38,13386,8396,6,4,5,stim-images/object13greenbig.jpg,big,"0
"
82,5,4,50,true,differentsizes,true,false,0,15,red,big,wug,6,22,small,2/20/2020,20:38,14058,4814,5,1,0,stim-images/object15redbig.jpg,big,"0
"
82,6,0,50,true,attncheck,true,false,0,15,red,big,wug,6,22,small,2/20/2020,20:38,14058,4814,5,1,0,stim-images/object15redbig.jpg,big,"8
"
18,1,2,74,true,contrast,true,false,0,11,purple,big,wug,20,24,small,2/20/2020,19:37,34723,11974,4,5,6,stim-images/object11purplebig.jpg,big,"0
"
18,2,5,70,false,samesize,false,false,2,21,blue,big,toma,3,14,small,2/20/2020,19:37,21615,10134,4,1,0,stim-images/object14bluebig.jpg,big,"0
"
18,3,6,50,true,samesize,false,false,1,12,red,big,blicket,18,9,small,2/20/2020,19:37,13228,6609,4,2,0,stim-images/object18redbig.jpg,big,"0
"
18,4,3,50,false,differentsizes,false,false,1,13,green,small,gade,15,19,big,2/20/2020,19:38,17024,6347,4,3,0,stim-images/object15greenbig.jpg,big,"0
"
18,5,4,50,true,differentsizes,true,false,0,1,green,big,sprock,23,16,small,2/20/2020,19:38,19871,5653,5,1,0,stim-images/object1greenbig.jpg,big,"0
"
18,6,0,50,true,attncheck,true,false,0,1,green,big,sprock,23,16,small,2/20/2020,19:38,19871,5653,5,1,0,stim-images/object1greenbig.jpg,big,"8
"
122,1,2,83,true,contrast,false,true,1,9,red,small,blicket,4,13,big,2/20/2020,19:37,27621,16195,5,6,4,stim-images/object4redsmall.jpg,small,"0
"
122,2,4,91,true,differentsizes,true,false,0,8,green,small,toma,24,12,big,2/20/2020,19:37,16416,6233,5,3,0,stim-images/object8greensmall.jpg,small,"0
"
122,3,5,92,false,samesize,true,false,0,16,red,big,sprock,21,17,small,2/20/2020,19:37,8223,4056,4,3,0,stim-images/object16redbig.jpg,big,"0
"
122,4,3,39,false,differentsizes,false,false,1,5,blue,small,gade,20,23,big,2/20/2020,19:38,9404,5785,6,3,0,stim-images/object20bluebig.jpg,big,"0
"
122,5,6,79,true,samesize,false,false,1,1,red,big,wug,22,11,small,2/20/2020,19:38,10835,7622,6,3,0,stim-images/object22redbig.jpg,big,"0
"
122,6,0,79,true,attncheck,false,false,1,1,red,big,wug,22,11,small,2/20/2020,19:38,10835,7622,6,3,0,stim-images/object22redbig.jpg,big,"4
"
127,1,6,76,true,samesize,false,false,1,10,blue,big,gade,8,13,small,2/20/2020,19:55,135384,11697,4,1,0,stim-images/object8bluebig.jpg,big,"0
"
127,2,5,76,false,samesize,true,false,0,18,red,small,wug,2,21,big,2/20/2020,19:55,11436,2709,4,1,0,stim-images/object18redsmall.jpg,small,"0
"
127,3,3,62,false,differentsizes,true,false,0,22,green,small,blicket,9,1,big,2/20/2020,19:55,8579,2856,5,3,0,stim-images/object22greensmall.jpg,small,"0
"
127,4,2,72,true,contrast,true,false,0,19,green,big,sprock,5,12,small,2/20/2020,19:55,8430,3738,5,4,6,stim-images/object19greenbig.jpg,big,"0
"
127,5,4,86,true,differentsizes,false,false,1,4,green,small,toma,23,7,big,2/20/2020,19:55,8269,4131,6,1,0,stim-images/object23greenbig.jpg,big,"0
"
127,6,0,86,true,attncheck,false,false,1,4,green,small,toma,23,7,big,2/20/2020,19:55,8269,4131,6,1,0,stim-images/object23greenbig.jpg,big,"3
"
138,1,6,89,true,samesize,false,false,2,20,red,small,gade,23,12,big,2/20/2020,19:49,133345,16449,5,3,0,stim-images/object12redsmall.jpg,small,"0
"
138,2,5,89,false,samesize,true,false,0,21,purple,big,wug,1,11,small,2/20/2020,19:49,8525,7095,5,2,0,stim-images/object21purplebig.jpg,big,"0
"
138,3,3,47,false,differentsizes,true,false,0,15,red,big,sprock,5,24,small,2/20/2020,19:50,12430,14866,4,1,0,stim-images/object15redbig.jpg,big,"0
"
138,4,2,25,true,contrast,false,false,1,19,red,small,toma,4,2,big,2/20/2020,19:50,14512,7333,5,4,6,stim-images/object19redbig.jpg,big,"0
"
138,5,4,30,true,differentsizes,false,false,1,18,green,small,blicket,3,17,big,2/20/2020,19:51,14162,7569,4,3,0,stim-images/object3greenbig.jpg,big,"0
"
138,6,0,30,true,attncheck,false,false,1,18,green,small,blicket,3,17,big,2/20/2020,19:51,14162,7569,4,3,0,stim-images/object3greenbig.jpg,big,"3
"
45,1,3,33,false,differentsizes,true,false,0,3,green,big,sprock,15,10,small,2/20/2020,18:36,24916,13116,6,2,0,stim-images/object3greenbig.jpg,big,"0
"
45,2,5,58,false,samesize,false,false,2,4,red,small,blicket,17,19,big,2/20/2020,18:37,12497,6309,5,2,0,stim-images/object19redsmall.jpg,small,"0
"
45,3,6,70,true,samesize,false,false,2,7,purple,big,wug,14,13,small,2/20/2020,18:37,13659,6627,4,1,0,stim-images/object13purplebig.jpg,big,"0
"
45,4,2,46,true,contrast,false,true,1,22,purple,small,gade,11,5,big,2/20/2020,18:37,11070,5625,5,4,6,stim-images/object11purplesmall.jpg,small,"0
"
45,5,4,32,true,differentsizes,true,false,0,8,green,big,toma,9,24,small,2/20/2020,18:38,8597,6722,4,1,0,stim-images/object8greenbig.jpg,big,"0
"
45,6,0,32,true,attncheck,true,false,0,8,green,big,toma,9,24,small,2/20/2020,18:38,8597,6722,4,1,0,stim-images/object8greenbig.jpg,big,"6
"
167,1,3,40,false,differentsizes,true,false,0,18,blue,big,blicket,24,21,small,2/20/2020,19:37,23065,15988,5,2,0,stim-images/object18bluebig.jpg,big,"0
"
167,2,2,30,true,contrast,false,true,1,22,red,big,sprock,16,8,small,2/20/2020,19:38,13358,15933,5,4,6,stim-images/object16redbig.jpg,big,"0
"
167,3,4,65,true,differentsizes,true,false,0,14,green,small,gade,11,6,big,2/20/2020,19:38,18064,9932,6,3,0,stim-images/object14greensmall.jpg,small,"0
"
167,4,6,65,true,samesize,false,false,1,12,purple,small,toma,17,15,big,2/20/2020,19:38,10649,6790,4,1,0,stim-images/object17purplesmall.jpg,small,"0
"
167,5,5,40,false,samesize,false,false,1,1,red,small,wug,19,2,big,2/20/2020,19:39,11138,5226,4,3,0,stim-images/object19redsmall.jpg,small,"0
"
167,6,0,40,false,attncheck,false,false,1,1,red,small,wug,19,2,big,2/20/2020,19:39,11138,5226,4,3,0,stim-images/object19redsmall.jpg,small,"8
"
